TREE_ID,Fruit_diameter_mm,leaf_length_cm,leaf_width_cm,branch_length_cm,Fruit_count_branch_cm,Number_leaves_branch,fruit_density,leaf_density,student_group
A1,10.4,7,4,50,46,37,0.92,0.74,Ziyang_and_Ty
A1,9.4,8,5,30,68,23,2.266666667,0.766666667,Ziyang_and_Ty
A1,11.1,9,5,25,24,57,0.96,2.28,Ziyang_and_Ty
A1,10.8,10,5.5,34,14,19,0.411764706,0.558823529,Ziyang_and_Ty
A1,11.7,7,4,31,20,26,0.64516129,0.838709677,Ziyang_and_Ty
A1,11.4,8,5.5,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.6,5,3,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,11,4.5,2,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.6,3,1,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.8,4.5,2,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.9,3.5,1.5,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,11.6,3.5,2,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.1,4,2,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,12,2,1,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,12.1,3.5,2,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.6,5,2,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,11.4,5,2.5,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10,6.5,3,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.5,7.5,4,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,11.3,7.5,4,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.3,7,4,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.8,8,4,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,7.8,10,5.5,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.3,6,3.5,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,7.4,6.5,3,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,7.9,4,2,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,11,7.5,4,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.7,5,3,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.4,6,3,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.4,6,3,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.5,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.2,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.4,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.1,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.1,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,7.5,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.9,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.1,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.4,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.6,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,11.3,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.5,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.7,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.9,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.2,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.6,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.8,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.1,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.8,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.7,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.5,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.9,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.5,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.7,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.7,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.1,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.5,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.5,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.2,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.5,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.7,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.4,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.7,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.5,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.8,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.7,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.1,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.1,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.6,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.7,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,7,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.6,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,7,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.3,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.4,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,6.9,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,7.9,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.4,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.2,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,7.6,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.1,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,7.6,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.7,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,7.7,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,7.3,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,7.3,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9.8,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,8.9,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,7.8,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,6.6,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,9,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A1,10.4,NA,NA,NA,NA,NA,NA,NA,Ziyang_and_Ty
A3,11.7,7,3.4,45.5,20,38,0.43956044,0.835164835,Sae_and_Kelly_
A3,12.9,6.9,3.5,50.7,19,48,0.374753452,0.946745562,Sae_and_Kelly_
A3,15.1,4.8,2.6,22.2,40,29,1.801801802,1.306306306,Sae_and_Kelly_
A3,12.2,7,3.2,30.7,11,35,0.358306189,1.140065147,Sae_and_Kelly_
A3,12.5,4.7,2.5,41.3,53,60,1.283292978,1.452784504,Sae_and_Kelly_
A3,14.6,6.8,5.3,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,13.3,9.8,5.6,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,11.8,6.7,4.3,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,12.8,9,4.2,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,12.3,3.1,2,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,11.7,7.2,3,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,12.9,7,4.3,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,12.1,12.2,5.5,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,12.5,7.4,3.2,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,9.6,10.4,4.4,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,10.3,5.8,2.1,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,10.7,7.3,3.7,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,10.4,9.7,4.8,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,11.5,6.2,2.6,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,12.6,8.8,3.7,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,13.6,10.2,4.4,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,12.5,4.3,2.4,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,13.7,10.9,5,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,11.2,8.3,4.4,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,13.4,9,4.5,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,10.3,5.8,3.9,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,14.3,8.1,3.5,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,12.6,9.9,6.4,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,11.6,6.5,3.7,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,13.8,8.4,3.8,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,13.2,NA,NA,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,10.9,NA,NA,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,11.3,NA,NA,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,13.5,NA,NA,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,10.9,NA,NA,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,12.8,NA,NA,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,13,NA,NA,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,11.5,NA,NA,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,13.8,NA,NA,NA,NA,NA,NA,NA,Sae_and_Kelly_
A3,13.1,NA,NA,NA,NA,NA,NA,NA,Sae_and_Kelly_
