Area,date,hour,bird,Plant_Sp,fruits_eat,pecks,handling_tec,reach,drop_seed,drop_fruit,forest_stratum,tree_structure,time_forag,next_perch
CIALITOS,98227,1145,PRTA,GUGU,1,1,P,S,1,0,1,2,0,1
CIALITOS,98227,1153,SHTA,COSU,7,0,MG,S,0,1,2,3,2,1
CIALITOS,98227,1155,SHTA,COSU,1,0,MG,S,0,0,3,3,1,0
CIALITOS,98227,1200,SHTA,CESC,1,1,MG,S,0,0,3,3,0.5,3
CIALITOS,98227,1207,SHTA,SCMO,4,0,MG,AB,0,0,3,3,3,2
CIALITOS,98227,1209,SHTA,CISSUS SP.,1,1,P,S,0,0,2,2,7,0
CIALITOS,98227,,PRTA,MYCO,5,0,MG,0,0,0,0,0,0,0
CIALITOS,98227,,BWVI,MYCO,5,0,G,0,0,0,0,0,0,0
CIALITOS,98306,742,BWVI,CESC,1,1,P,0,0,0,3,3,0.5,0
CIALITOS,98306,856,PRBU,GUGU,1,1,R,0,1,0,3,2,0.5,0
CIALITOS,98306,1026,ANEU,PH SP.,27,0,MG,AB,0,0,3,1,3,3
CIALITOS,98306,1028,ANEU,PH SP.,1,0,MG,AB,0,0,3,1,1,3
CIALITOS,98306,1101,PRBU,CESC,1,2,MG,AB,0,0,2,3,1,1
CIALITOS,98306,1109,SHTA,COSU,0,0,0,0,0,0,2,3,0,0
CIALITOS,98306,1114,SHTA,COSU,0,0,0,0,0,0,2,3,0,0
CIALITOS,98306,1148,PRTA,SCMO,1,0,MG,S,0,0,3,3,1,1
CIALITOS,98306,1150,SHTA,SCMO,3,0,MG,0,0,0,3,3,0.5,1
CIALITOS,98306,1202,ANEU,PH SP.,25,0,MG,0,20,0,3,2,2.5,3
CIALITOS,98306,1249,SHTA,FICUS SP.,1,0,MG,S,0,0,3,3,3,1
CIALITOS,98306,1250,SHTA,FICUS SP.,2,0,MG,S,0,0,3,3,2,1
CIALITOS,98306,1252,PETH,FICUS SP.,1,0,MG,S,0,0,2,2,0.5,1
CIALITOS,98306,100,SHTA,INVE,1,5,P,S,0,0,3,3,1,2
CIALITOS,98306,142,PRTA,FICUS SP.,1,0,MG,0,0,0,2,2,1,1
CIALITOS,98306,144,SHTA,FICUS SP.,3,0,MG,S,0,0,2,3,1,1
CIALITOS,98310,729,ANEU,PH SP.,4,4,M,S,0,4,3,2,2.5,0
CIALITOS,98310,736,ANEU,PH SP.,5,5,M,S,0,4,3,2,2,0
CIALITOS,98310,858,ANEU,PH SP.,3,3,M,AB,0,2,2,2,1,2
CIALITOS,98310,1013,SHTA,FICUS SP.,2,2,MG,F,0,0,3,2,10,1
CIALITOS,98310,1017,SHTA,FICUS SP.,2,2,MG,F,0,0,3,3,0.5,3
CIALITOS,98310,1018,SHTA,FICUS SP.,1,1,MG,F,0,0,3,2,8,1
CIALITOS,98310,1045,SHTA,FICUS SP.,2,8,MG,S,9,0,3,2,1,2
CIALITOS,98310,1125,BWVI,GUGU,1,1,0,S,0,0,2,2,1,2
CIALITOS,98310,1205,PRTA,GUGU,1,3,M,S,0,0,2,2,0.5,2
CIALITOS,98313,740,PRTA,CESC,2,6,MG,S,0,0,2,3,1,1
CIALITOS,98313,810,PRBU,CESC,1,8,M,AB,0,0,3,3,1.5,1
CIALITOS,98313,822,ANEU,PH SP.,10,0,MG,S,0,0,2,3,1,1
CIALITOS,98313,838,SHTA,CESC,1,8,MG,S,0,0,3,3,0.5,1
CIALITOS,98313,841,PRTA,MYCO,4,0,MG,S,0,0,1,2,1,3
CIALITOS,98313,913,SHTA,CESC,2,4,MG,S,0,0,3,3,0.5,1
CIALITOS,98313,1050,ANEU,PH SP.,6,0,MG,0,0,1,3,2,0.5,0
CIALITOS,98313,1216,SHTA,SCMO,1,0,MG,S,0,0,3,3,0.5,1
CIALITOS,98317,820,CMWA,CESC,3,62,MG,S,0,0,3,2,3.5,3
CIALITOS,98317,843,BANA,CESC,2,2,MG,S,0,0,3,2,0.5,3
CIALITOS,98317,920,ANEU,SCMO,0,7,0,S,0,0,3,3,2,3
CIALITOS,98317,925,PRBU,ALLA,26,26,G,FU,0,0,2,1,2.5,3
CIALITOS,98317,1010,SHTA,CESC,3,8,MG,AB,0,0,3,2,1,1
CIALITOS,98317,1015,PRTA,CESC,1,5,MG,S,0,0,3,2,0.5,0
CIALITOS,98317,1017,BANA,CESC,1,8,MG,S,0,0,3,2,0.5,0
CIALITOS,98317,1039,CMWA,SCMO,3,3,MG,S,0,0,3,3,0.5,2
CIALITOS,98327,830,SNPI,SCMO,11,0,G,S,0,0,3,3,3,3
CIALITOS,98327,855,PETH,SCMO,8,0,G,S,0,0,3,3,2,1
CIALITOS,98327,916,GRKI,SCMO,3,0,G,S,0,0,3,3,0.5,2
CIALITOS,98327,918,SHTA,SCMO,3,0,MG,S,0,0,3,3,0.5,1
CIALITOS,98327,924,PRTA,CISSUS SP.,1,17,P,S,0,0,2,2,1,1
CIALITOS,98327,928,ANEU,PH SP.,35,0,MG,S,0,0,2,1,3,1
CIALITOS,98327,928,ANEU,PH SP.,35,0,MG,S,0,0,2,1,3,1
CIALITOS,98327,928,ANEU,PH SP.,35,0,MG,S,0,0,2,1,3,1
CIALITOS,98327,937,BWVI,SCMO,2,0,MG,S,0,1,3,3,0.5,1
CIALITOS,98327,940,SHTA,SCMO,3,0,MG,S,0,0,3,3,0.5,1
CIALITOS,98327,945,PRTA,CAAR,9,0,MG,S,0,0,3,3,1,1
CIALITOS,98327,1055,CMWA,CESC,3,46,P,AB,0,0,2,3,2,1
CIALITOS,98327,1109,SHTA,SCMO,2,0,MG,S,0,0,3,3,0.5,1
CIALITOS,98327,1150,ANEU,PH SP.,25,0,MG,AB,0,0,2,2,1,1
CIALITOS,98328,925,SHTA,CESC,1,1,MG,S,0,0,3,2,0.5,3
CIALITOS,98328,925,SHTA,CESC,1,3,MG,S,0,0,3,2,1,3
CIALITOS,98328,955,PRBU,CESC,1,4,MG,S,0,0,2,2,1,1
CIALITOS,98328,1037,PRBU,GUGU,1,8,M,S,1,0,2,2,1.5,2
CIALITOS,98331,745,SHTA,SCMO,0,0,MG,S,0,0,3,3,0.5,1
CIALITOS,98331,804,PRTA,GUGU,0,0,0,0,0,0,2,2,1,2
CIALITOS,98331,828,SHTA,INVE,1,5,M,S,0,0,1,2,1,3
CIALITOS,98331,839,BTBW,CESC,3,6,MG,AR,0,0,3,1,1.5,3
CIALITOS,98331,916,PRBU,PH SP.,3,3,MG,S,0,0,2,2,0.5,1
CIALITOS,98331,1130,SHTA,CESC,1,3,MG,S,0,0,2,2,1.5,0
CIALITOS,98331,1132,CMWA,CESC,1,40,MG,S,0,0,2,2,2,0
CIALITOS,98331,1,PRWO,CESC,1,9,MG,S,0,0,2,2,1.5,1
CIALITOS,98331,1200,PRBU,ALLA,0,0,0,S,0,0,2,2,1,3
CIALITOS,98331,1226,SHTA,SCMO,1,1,0,S,0,1,3,1,1,1
CIALITOS,98403,737,PRBU,MYCO,2,0,MG,S,0,0,2,3,0.5,2
CIALITOS,98403,750,SHTA,MICONIA SP.,0,0,0,0,0,0,2,3,0.5,1
CIALITOS,98403,755,PRTA,MICONIA SP.,10,0,MG,AB,0,1,2,3,0.5,1
CIALITOS,98403,755,PRTA,MICONIA SP.,0,0,0,0,0,0,2,3,0.5,1
CIALITOS,98403,838,PRTA,MUAC,1,10,M,S,0,0,1,1,0.5,3
CIALITOS,98403,844,SHTA,SCMO,1,0,MG,S,0,0,3,3,0.5,1
CIALITOS,98403,857,SHTA,CESC,1,7,MG,AB,0,0,3,3,1,1
CIALITOS,98403,914,PRTA,MICONIA SP.,0,0,0,0,0,0,2,3,0.5,1
CIALITOS,98403,1004,SHTA,CESC,1,4,MG,AB,0,0,3,3,0.5,1
CIALITOS,98403,1016,SHTA,SCMO,8,0,MG,S,0,0,3,3,0.5,1
CIALITOS,98403,1017,SHTA,SCMO,3,0,MG,AB,0,0,3,3,0.5,1
CIALITOS,98403,1022,BWVI,CESC,1,1,G,S,0,0,2,3,0.5,1
CIALITOS,98403,1037,PRTA,CESC,3,4,MG,AB,0,0,2,3,0.5,1
CIALITOS,98403,1043,BANA,PH SP.,4,6,M,AB,0,0,3,1,0.5,1
CIALITOS,98403,1103,SHTA,CESC,1,11,MG,AB,0,0,3,3,0.5,1
CIALITOS,98407,911,PRBU,SCMO,0,0,0,S,0,0,3,3,1,1
CIALITOS,98407,1018,SHTA,CAAR,3,3,0,S,0,0,2,2,1,1
CIALITOS,98407,1030,BWVI,SCMO,1,1,M,F,0,0,3,3,1,3
CIALITOS,98414,745,PRTA,FICUS SP.,2,2,MG,S,0,0,2,2,1,2
CIALITOS,98414,747,SHTA,FICUS SP.,1,1,MG,S,0,0,2,2,0.5,2
CIALITOS,98414,749,SHTA,FICUS SP.,2,2,MG,S,0,0,2,2,2,2
CIALITOS,98414,804,SHTA,SCMO,1,1,MG,S,0,0,3,2,1,2
CIALITOS,98414,806,SHTA,SCMO,3,3,MG,S,0,0,3,2,2,1
CIALITOS,98414,817,PRTA,FICUS SP.,3,3,MG,S,0,1.3,2,2,0.5,2
CIALITOS,98414,827,PRTA,BEJUCO,1,1,0,C,0,0,1,3,0.5,3
CIALITOS,98414,1040,PRBU,ZAMA,1,1,MG,S,0,0,20,2,1,1
CIALITOS,98421,800,SHTA,SCMO,0,0,MG,S,0,0,3,2,1,2
CIALITOS,98421,836,ANEU,PH SP.,3,3,M,S,0,0,3,2,0.5,3
CIALITOS,98424,730,SHTA,FICUS SP.,0,0,0,0,0,0,2,2,0.5,2
CIALITOS,98424,747,SHTA,FICUS SP.,3,0,MG,S,0,0,2,2,1,2
CIALITOS,98424,747,SHTA,FICUS SP.,0,0,0,0,0,0,2,2,1,2
CIALITOS,98424,750,SHTA,SCMO,4,0,MG,FU,0,0,3,3,1.5,1
CIALITOS,98424,757,PRBU,ALLA,6,20,M,AB,0,0,3,2,2,1
CIALITOS,98424,759,PRBU,ALLA,2,4,M,S,0,0,3,2,1,1
CIALITOS,98424,855,BWVI,PH SP.,1,0,G,F,0,0,2,2,0.5,1
CIALITOS,98424,856,PRBU,GUGU,1,3,"P,R",S,0,0,2,2,1,1
CIALITOS,98424,1031,SHTA,CESC,0,0,0,0,0,0,3,3,0.5,0
CIALITOS,98424,1109,PRBU,MUAC,1,6,P,S,0,0,1,1,0.5,1
CIALITOS,98424,1140,PRTA,GUGU,2,2,"P,R",S,2,0,2,2,1.5,1
CIALITOS,98424,1150,PRBU,CESC,1,1,MG,S,0,0,2,3,0.5,2
CIALITOS,98424,1203,SHTA,CESC,2,9,MG,S,0,0,3,3,3,1
CIALITOS,98424,1206,PRWO,CESC,1,5,MG,S,0,0,3,2,1,2
CIALITOS,98424,1219,PRBU,GUGU,2,3,P,S,0,0,2,2,0.5,2
CIALITOS,98428,754,PRBU,GUGU,1,1,R,S,1,0,2,2,0.5,1
CIALITOS,98428,843,SHTA,SCMO,1,1,MG,S,0,0,3,3,1.5,1
CIALITOS,98428,854,ANEU,PH SP.,73,73,M,AB,73,0,2,2,4.5,1
CIALITOS,98428,854,ANEU,PH SP.,62,62,M,AB,62,0,2,2,4,1
CIALITOS,98428,855,ANEU,PH SP.,35,35,M,S,35,0,2,2,3,1
CIALITOS,98428,856,ANEU,PH SP.,27,27,M,S,27,0,2,2,2,1
CIALITOS,98428,950,SHTA,PH SP.,0,0,0,S,0,0,2,2,1,2
CIALITOS,98428,1023,SHTA,SCMO,2,2,MG,S,0,0,3,2,1.5,2
CIALITOS,98428,1023,SHTA,SCMO,0,0,0,S,0,0,3,2,1.5,3
CIALITOS,98428,1148,SHTA,SCMO,2,2,MG,S,0,0,3,2,2,1
CIALITOS,98430,726,SNPI,SCMO,0,0,0,0,0,0,3,3,0.5,0
CIALITOS,98430,749,PRBU,MUAC,1,0,0,0,0,0,1,1,0.5,1
CIALITOS,98430,804,SNPI,SCMO,10,0,G,S,0,0,3,3,9,3
CIALITOS,98430,836,PRBU,GUGU,0,0,0,0,0,0,3,2,0,2
CIALITOS,98430,839,BWVI,GUGU,1,1,P,S,0,0,3,3,0.5,1
CIALITOS,98430,844,SHTA,SCMO,3,0,MG,0,0,0,3,3,0.5,1
CIALITOS,98430,845,SHTA,SCMO,0,0,0,0,0,0,3,3,3,1
CIALITOS,98430,914,PRBU,GUGU,0,0,0,0,0,0,2,3,1,0
CIALITOS,98430,1023,BFGR,PI SP.,9,0,M,S,0,0,2,2,1.5,3
CIALITOS,98430,1048,BWVI,CLRO,1,3,G,AR,0,0,3,3,1,0
CIALITOS,98430,1049,BWVI,CLRO,1,0,0,0,0,0,3,3,0.5,0
CIALITOS,98430,1058,SHTA,SCMO,3,0,0,0,0,0,3,3,1,2
CIALITOS,98430,1058,SHTA,SCMO,0,0,0,0,0,0,3,3,1,2
CIALITOS,98430,1107,BWVI,CLRO,1,8,P,F,0,0,3,2,3.5,2
CIALITOS,98430,1117,BWVI,CLRO,0,0,0,0,0,0,3,3,0,0
CIALITOS,98430,1117,BWVI,CLRO,0,0,0,0,0,0,3,3,0,0
CIALITOS,98430,1119,PRBU,PH SP.,0,0,0,0,0,0,0,0,0,0
CIALITOS,98430,1120,PRBU,SYJA,0,0,0,0,0,0,0,0,0,0
CIALITOS,98430,1134,PRWO,CLRO,0,0,0,0,0,0,3,2,4,2
CIALITOS,98430,1134,PRWO,CLRO,1,16,G,AR,0,0,3,2,4,2
CIALITOS,98430,1204,PRBU,GUGU,1,0,0,0,1,0,0,0,0,0
CIALITOS,98505,805,PRBU,SYJA,3,13,M,S,0,2,2,2,1,2
CIALITOS,98505,903,SHTA,SCMO,1,1,MG,S,0,0,3,2,0.5,2
CIALITOS,98505,1037,SHTA,SCMO,5,5,MG,S,0,0,3,2,2,3
CIALITOS,98505,1059,BWVI,ANIN,0,0,0,0,1,0,2,2,1,1
CIALITOS,98507,752,PRBU,PACR,2,0,MG,FU,0,0,1,3,0.5,1
CIALITOS,98507,1022,BWVI,GUGU,1,1,G,S,0,0,2,3,0.5,1
CIALITOS,98507,1037,PRBU,ALLA,7,10,M,FU,0,0,2,2,3,1
CIALITOS,98507,1046,SHTA,SCMO,3,0,MG,S,0,0,3,3,0.5,1
CIALITOS,98507,1046,SHTA,SCMO,1,0,MG,S,0,0,3,3,0.5,1
CIALITOS,98507,1055,PRBU,ALLA,0,0,0,0,0,0,2,2,1,0
CIALITOS,98507,1130,SHTA,SCMO,5,0,MG,FU,0,0,3,3,1,1
CIALITOS,98507,1133,PRBU,ALLA,0,0,0,0,0,0,2,2,0.5,2
CIALITOS,98507,1202,SHTA,SCMO,0,0,0,0,0,0,3,3,1,0
CIALITOS,98507,1202,SHTA,SCMO,0,0,0,0,0,0,3,3,1,0
CIALITOS,98512,844,PRBU,PH SP.,5,5,MG,S,0,0,2,2,0.5,1
CIALITOS,98512,1138,PRTA,SYJA,1,5,M,S,0,0,2,2,0.5,2
CIALITOS,98518,937,SNPI,SCMO,0,0,0,0,0,0,3,3,0,3
CIALITOS,98518,1036,ANEU,PH SP.,0,0,0,0,0,0,3,3,7,0
CIALITOS,98518,1051,PRBU,PH SP.,0,0,0,0,0,0,2,3,1,2
CIALITOS,98518,1107,PRBU,PH SP.,3,0,MG,C,0,0,2,3,1,1
CIALITOS,98518,1117,SHTA,SCMO,0,0,0,0,0,0,3,3,1,2
CIALITOS,98518,1121,SNPI,SCMO,0,0,0,0,0,0,3,3,2,3
CIALITOS,98518,1138,PRTA,MICONIA SP.,2,0,MG,F,0,0,1,3,0.5,1
CIALITOS,98518,1149,PRTA,MICONIA SP.,1,0,MG,0,0,0,1,2,0.5,1
CIALITOS,98518,1149,PRTA,MICONIA SP.,1,0,G,S,0,0,1,3,0.5,1
CIALITOS,98518,1213,PRTA,MICONIA SP.,2,0,MG,F,0,0,2,2,0.5,1
CIALITOS,98526,920,PRBU,ALLA,0,0,0,S,0,2,2,1,1,3
CIALITOS,98526,1050,SHTA,CESC,1,5,MG,S,0,0,3,2,3,3
CIALITOS,98526,1119,PRBU,GUGU,1,13,M,S,3,0,2,2,1,3
CIALITOS,98531,735,ANEU,PH SP.,14,0,MG,S,0,0,3,1,1.5,1
CIALITOS,98531,740,ANEU,PH SP.,0,0,0,0,0,0,3,1,1,1
CIALITOS,98531,740,ANEU,PH SP.,0,0,0,0,0,0,3,1,1,1
CIALITOS,98531,740,ANEU,PH SP.,0,0,0,0,0,0,3,1,1,1
CIALITOS,98531,904,SHTA,SCMO,0,0,0,0,0,0,3,3,1,0
CIALITOS,98531,926,PRBU,CESC,2,14,MG,AB,0,0,3,3,2,1
CIALITOS,98531,933,SHTA,CESC,2,13,MG,FU,0,0,3,3,6,1
CIALITOS,98602,1042,PRBU,SYJA,1,51,M,AB,1,0.6,2,2,2.5,3
CIALITOS,98608,1227,ANEU,HEFA,4,0,MG,S,0,1,2,2,1,1
CIALITOS,98608,1246,BWVI,ALLA,1,0,G,S,0,0,3,2,1,3
CIALITOS,98608,140,BCOR,CLRO,1,1,G,0,1,0,3,2,0.5,3
CIALITOS,98608,238,BWVI,INVE,0,0,0,0,0,0,2,2,0,0
CIALITOS,98608,254,SHTA,FICUS SP.,1,5,G,AR,0,0,2,2,1,1
CIALITOS,98608,255,SHTA,FICUS SP.,2,3,MG,AB,0,0,2,2,0.5,1
CIALITOS,98608,256,PRTA,FICUS SP.,0,0,0,0,0,0,2,2,2,1
CIALITOS,98608,307,SHTA,FICUS SP.,1,0,MG,S,0,0,2,2,0.5,3
CIALITOS,98608,400,PRBU,MICONIA SP.,0,0,0,0,0,0,1,3,0.5,1
CIALITOS,98609,717,BWVI,ALLA,1,1,G,F,0,0,2,2,1,3
CIALITOS,98609,725,SHTA,ALLA,2,2,MG,S,0,0,2,2,1,3
CIALITOS,98609,808,ANEU,PH SP.,21,21,M,AB,21,0,1,2,20,1
CIALITOS,98609,818,ANEU,PH SP.,27,27,M,AB,27,0,1,2,3,3
CIALITOS,98609,916,PRBU,GUGU,1,2,M,S,0,0,1,1,0.5,3
CIALITOS,98609,1137,PRBU,DEBI,2,7,R,S,2,0,3,2,2,3
CIALITOS,98609,1222,SHTA,SCMO,3,5,MG,AR,0,1,2,3,0.5,1
CIALITOS,98616,730,ANEU,PH SP.,12,0,MG,S,12,0,1,3,4,1
CIALITOS,98616,730,ANEU,PH SP.,3,0,MG,S,3,0,1,3,4,1
CIALITOS,98616,730,ANEU,PH SP.,1,0,MG,S,1,0,1,3,4,1
CIALITOS,98616,730,ANEU,PH SP.,0,0,0,0,0,0,1,3,4,1
CIALITOS,98616,730,ANEU,PH SP.,0,0,0,0,0,0,1,3,4,1
CIALITOS,98616,736,PETH,CESC,1,2,G,S,0,0,2,3,0.5,0
CIALITOS,98616,805,SHTA,SCMO,1,0,MG,S,0,0,3,3,1,1
CIALITOS,98616,1059,PETH,SORU,1,0,G,AR,0,0,1,3,0.5,1
CIALITOS,98616,1208,PRTA,MICONIA SP.,0,0,0,0,0,0,1,3,0.5,1
CIALITOS,98616,1214,SHTA,FICUS SP.,2,11,MG,S,0,0,3,3,1.5,1
CIALITOS,98616,1214,SHTA,FICUS SP.,0,0,0,0,0,0,3,3,1,1
CIALITOS,98623,735,ANEU,PH SP.,2,0,MG,S,2,0,2,1,1,0
CIALITOS,98623,735,ANEU,PH SP.,0,0,0,0,0,0,2,1,1,0
CIALITOS,98623,735,ANEU,PH SP.,0,0,0,0,0,0,2,1,1,0
CIALITOS,98623,746,SHTA,MICONIA SP.,1,0,MG,S,0,0,1,3,1,1
CIALITOS,98623,801,SHTA,MICONIA SP.,2,0,MG,S,0,0,1,3,0.5,1
CIALITOS,98623,801,SHTA,MICONIA SP.,1,0,MG,FU,0,0,1,3,0.5,1
CIALITOS,98623,833,SHTA,ALLA,2,3,M,FU,1,0,3,2,2,3
CIALITOS,98623,833,SHTA,ALLA,0,0,0,0,0,0,3,2,2,3
CIALITOS,98623,917,SHTA,FICUS SP.,2,5,MG,AR,0,0,3,3,1.5,0
CIALITOS,98623,917,SHTA,FICUS SP.,2,0,MG,AB,0,0,3,3,1.5,0
CIALITOS,98623,922,BWVI,ANIN,0,0,0,0,0,0,3,3,0,0
CIALITOS,98623,928,WWDO,ALLA,9,0,G,S,0,0,3,2,15,0
CIALITOS,98623,928,WWDO,ALLA,0,0,0,0,0,0,3,2,15,0
CIALITOS,98623,928,WWDO,ALLA,0,0,0,0,0,0,3,2,15,0
CIALITOS,98623,946,PRTA,MICONIA SP.,1,0,MG,AB,0,0,2,3,0.5,0
CIALITOS,98623,950,PRTA,MICONIA SP.,8,0,MG,FU,0,0,2,3,1,2
CIALITOS,98623,950,PRTA,MICONIA SP.,1,0,MG,S,0,0,2,3,1,2
CIALITOS,98623,952,BWVI,MICONIA SP.,4,0,G,C,0,0,2,3,0.5,2
CIALITOS,98623,1000,SHTA,MICONIA SP.,6,0,MG,FU,0,0,2,3,4,1
CIALITOS,98623,1145,PRTA,MICONIA SP.,3,0,MG,F,0,0,2,3,0.5,1
CIALITOS,98626,650,PRWO,CLRO,1,4,MG,S,0,0,3,2,0.5,2
CIALITOS,98626,655,ANEU,PH SP.,20,20,R,S,20,0,2,2,10,1
CIALITOS,98626,700,GRKI,CLRO,2,4,G,C,0,0,3,3,1.5,3
CIALITOS,98626,724,BWVI,CLRO,1,1,0,F,0,0,3,2,1,3
CIALITOS,98626,724,BWVI,CLRO,1,1,0,0,0,0,3,2,0.5,3
CIALITOS,98626,730,BWVI,CLRO,1,5,G,S,0,0,3,3,1,3
CIALITOS,98626,732,PRFL,CLRO,2,2,G,F,0,0,3,3,2.5,2
CIALITOS,98626,800,PRBU,ALLA,3,3,M,F,0,0,2,0,4,1
CIALITOS,98626,812,WWDO,ALLA,2,2,G,S,0,0,2,1,3,3
CIALITOS,98626,818,PRVI,ALLA,3,3,G,F,1,0,2,2,1,2
CIALITOS,98626,827,PRBU,ALLA,1,1,R,0,0,0,2,2,0.5,3
CIALITOS,98626,829,WWDO,ALLA,1,3,0,C,1,0,2,1,1,1
CIALITOS,98626,852,PRTA,MICONIA SP.,3,3,MG,S,0,0,1,3,0.5,1
CIALITOS,98626,909,ANEU,PH SP.,7,7,R,S,7,0,1,2,1,3
CIALITOS,98626,944,ANEU,PH SP.,10,10,M,AB,10,0,2,2,0.5,3
CIALITOS,98626,959,SHTA,FICUS SP.,2,20,MG,S,0,0,2,2,5,1
CIALITOS,98626,1009,SHTA,FICUS SP.,3,11,MG,AR,0,1,2,2,1,2
CIALITOS,98630,857,PRTA,MICONIA SP.,1,1,MG,F,0,0,1,2,0.5,2
CIALITOS,98630,859,PRBU,ALLA,3,3,MG,AB,3,0,1,2,0.5,3
CIALITOS,98630,1114,ANEU,MICONIA SP.,1,1,c,0,0,0,2,2,0.5,3
CIALITOS,98630,1150,BWVI,ALLA,2,2,G,F,0,0,2,0,1,3
CIALITOS,98630,1151,PRBU,ALLA,2,2,R,S,1,0,2,2,0.5,3
CIALITOS,98706,711,SHTA,SCMO,2,3,MG,FU,0,0,3,3,0.5,2
CIALITOS,98706,818,PRBU,ALLA,1,1,MG,0,0,0,2,3,1,0
CIALITOS,98706,920,PRBU,GUGU,1,1,"P,R",0,1,0,3,2,1,1
CIALITOS,98706,939,PRBU,PSGR,5,0,M,F,0,0,2,3,5,3
CIALITOS,98706,939,PRBU,PSGR,11,0,M,F,0,0,2,3,3,3
CIALITOS,98706,1037,PRTA,MICONIA SP.,2,0,MG,S,0,0,1,3,0.5,1
CIALITOS,98711,720,SHTA,SCMO,2,2,MG,S,0,0,3,3,1.5,1
CIALITOS,98711,741,PRTA,MICONIA SP.,2,2,MG,S,0,0,1,3,0.5,1
CIALITOS,98711,820,PRTO,ALLA,1,3,G,F,1,2,3,2,0.5,1
CIALITOS,98711,930,SHTA,FICUS SP.,6,8,MG,S,0,1,3,2,8,2
CIALITOS,98711,948,ANEU,ANSC,6,6,R,AR,0,0,2,2,2,1
CIALITOS,98711,1013,SHTA,ANSC,2,2,MG,AB,0,0,2,2,0.5,1
CIALITOS,98716,859,PRTA,MICONIA SP.,1,1,MG,F,0,0,1,2,0.5,2
CIALITOS,98716,900,PRTA,MICONIA SP.,2,2,MG,F,0,0,1,2,1,1
CIALITOS,98716,952,ANEU,ANSC,4,4,MG,AB,0,0,2,3,0.5,1
CIALITOS,98716,1008,PRTA,MICONIA SP.,1,3,MG,0,0,0,3,2,0.5,2
CIALITOS,98716,859,PRTA,MICONIA SP.,1,1,MG,F,0,0,1,2,0.5,2
CIALITOS,98716,900,PRTA,MICONIA SP.,2,2,MG,F,0,0,1,2,1,1
CIALITOS,98716,952,ANEU,ANSC,4,4,MG,AB,0,0,2,3,0.5,1
CIALITOS,98716,1008,PRTA,MICONIA SP.,1,3,MG,0,0,0,3,2,0.5,2
CIALITOS,98716,1024,SHTA,MICONIA SP.,0,0,0,0,0,0,2,3,1,2
CIALITOS,98716,1024,SHTA,MICONIA SP.,0,0,0,0,0,0,2,2,1,2
CIALITOS,98727,823,SHTA,FICUS SP.,1,2,MG,E,0,0,3,2,1.5,2
CIALITOS,98727,827,SHTA,FICUS SP.,4,6,MG,E,0,0,3,2,2,1
CIALITOS,98727,1210,SHTA,SCMO,1,1,MG,AB,0,0,3,3,1,3
CIALITOS,98727,1210,SHTA,SCMO,2,2,MG,S,0,0,3,3,0.5,3
CIALITOS,98729,651,SHTA,SCMO,2,0,MG,S,0,0,3,3,0.5,0
CIALITOS,98729,651,SHTA,SCMO,1,0,MG,S,0,0,3,3,0.5,0
CIALITOS,98729,844,SHTA,MICONIA SP.,2,0,MG,FU,0,0,2,3,0.5,1
CIALITOS,98729,858,ANEU,ANSC,14,0,MG,S,0,0,2,1,1.5,1
CIALITOS,98729,906,ANEU,MICONIA SP.,1,3,MG,AB,0,1,1,3,0.5,2
CIALITOS,98729,908,ANEU,ANSC,17,0,MG,S,0,0,2,1,1.5,1
CIALITOS,98729,1031,BWVI,CLRO,1,17,G,C,0,0,3,2,1.5,1
CIALITOS,98729,1031,BWVI,CLRO,1,2,G,C,0,0,3,2,1.5,1
CIALITOS,98729,1139,BWVI,CLRO,1,1,G,C,0,0,3,3,2,1
CIALITOS,98729,1143,PRTA,PH SP.,1,4,G,AB,0,0,3,1,0.5,2
CIALITOS,98730,705,PRTA,DEBI,1,0,RM,0,1,0,2,2,2,3
CIALITOS,98730,811,PRTA,DEBI,2,2,RM,AR,2,0,3,1,2.5,3
CIALITOS,98730,845,PRTA,DEBI,1,1,MG,0,1,0,3,2,1,3
CIALITOS,98730,900,PRBU,ALLA,4,9,MG,AB,1,1,2,2,1.5,1
CIALITOS,98730,1116,ANEU,PH SP.,43,43,MG,AB,0,0,2,2,4,1
CIALITOS,98730,1117,ANEU,PH SP.,27,27,MG,AB,0,0,2,2,3,1
CIALITOS,98730,1133,SHTA,SCMO,2,2,MG,S,0,0,2,2,1,1
CIALITOS,98805,919,SHTA,CESC,2,7,MG,AR,0,0,3,3,1,1
CIALITOS,98805,928,BWVI,CESC,2,3,G,AR,0,0,3,3,1,1
CIALITOS,98805,928,BWVI,CESC,1,7,G,AR,0,0,3,3,1,1
CIALITOS,98805,955,ANEU,ANSC,10,0,MG,S,0,0,2,2,1.5,1
CIALITOS,98805,955,ANEU,ANSC,5,0,MG,S,0,0,2,2,1.5,1
CIALITOS,98805,1023,ANEU,ANSC,2,0,MG,AB,0,0,2,2,1,1
CIALITOS,98805,1136,ANEU,ANSC,3,0,MG,AB,0,0,2,2,0.5,1
CIALITOS,98805,1202,SHTA,DEAR,2,0,MG,S,0,0,3,3,1,1
CIALITOS,98831,750,ANEU,ANSC,2,2,MG,S,0,0,2,2,0.5,2
CIALITOS,98831,830,PRWO,CESC,1,8,MG,AR,0,0,3,1,6,3
